0.000000000000000000e+00,1.508869999999999933e+00,-1.531271000000000049e+00,2.546090999999999838e+01,1.508869999999999933e+00,-1.531271000000000049e+00,2.546090999999999838e+01
5.000000000000000278e-02,3.671990756198800221e-01,-1.291499314583496094e+00,2.222474570945752248e+01,3.671990756198800221e-01,-1.291499314583496094e+00,2.222474570945752248e+01
1.000000000000000056e-01,-2.647316530646149357e-01,-1.228608378609311824e+00,1.944944705335527502e+01,-2.647316530646149357e-01,-1.228608378609311824e+00,1.944944705335527502e+01
1.500000000000000222e-01,-6.728609076704585856e-01,-1.401866577001192216e+00,1.705122418446302746e+01,-6.728609076704585856e-01,-1.401866577001192216e+00,1.705122418446302746e+01
2.000000000000000111e-01,-1.043371092843957459e+00,-1.838720515828568658e+00,1.498781815112865168e+01,-9.181047763194315481e-01,-1.482659465072666549e+00,1.504800379555521239e+01
2.500000000000000000e-01,-1.507923937056543595e+00,-2.610740503510996291e+00,1.324894680309744821e+01,-1.328867847572045013e+00,-2.178885438206334513e+00,1.317738451215413953e+01
3.000000000000000444e-01,-2.190246360265764469e+00,-3.867214998824512140e+00,1.187333001725999893e+01,-1.847623405690573817e+00,-3.206077747104312703e+00,1.167226946525148001e+01
3.500000000000000333e-01,-3.244807473265381326e+00,-5.856778073865906542e+00,1.100513584370070319e+01,-2.670758701028395521e+00,-4.853564068886155880e+00,1.061006331497592825e+01
4.000000000000000222e-01,-4.883327303219869187e+00,-8.913626449083082548e+00,1.102874039885340807e+01,-4.060363499369832319e+00,-7.529322292955279217e+00,1.029853776730090331e+01
4.500000000000000111e-01,-7.355066473339339161e+00,-1.326174978666808357e+01,1.282789202321647082e+01,-6.110923148518364378e+00,-1.128602243458917087e+01,1.130431412560648852e+01
5.000000000000000000e-01,-1.074855373798275693e+01,-1.821877360180907601e+01,1.797789994250243950e+01,-9.188981520470756337e+00,-1.618780202611902297e+01,1.511175246823925455e+01
5.500000000000000444e-01,-1.436392794895919955e+01,-2.059119073314351667e+01,2.752738597109156515e+01,-1.296164383492386385e+01,-2.017955158229550960e+01,2.327706492988234288e+01
6.000000000000000888e-01,-1.605221199867383319e+01,-1.577322814524861450e+01,3.770559068612034537e+01,-1.570717584357075580e+01,-1.838495939276629088e+01,3.410989423226992301e+01
6.500000000000000222e-01,-1.388773604528841865e+01,-6.052571013189243843e+00,4.083907101092047043e+01,-1.517257733682703957e+01,-1.029667588103620446e+01,4.045475964276667469e+01
7.000000000000000666e-01,-9.196983491045884307e+00,6.889439751510785248e-01,3.704094458508534160e+01,-1.115032777236806893e+01,-1.692484464089551999e+00,3.906289289122275932e+01
7.500000000000000000e-01,-4.732253602818433436e+00,2.875473280684094135e+00,3.178876807904218893e+01,-6.537756121408527576e+00,2.365965464847954891e+00,3.383418011230738642e+01
8.000000000000000444e-01,-1.679836345809798903e+00,3.012260347066677113e+00,2.739053240222646579e+01,-3.133805945287762462e+00,2.327653723282913312e+00,2.888185781122327001e+01
8.500000000000000888e-01,1.196835492805758128e-01,2.808821735918937801e+00,2.387810936908989135e+01,-8.079635507454019372e-01,2.330930372161975850e+00,2.498836660410817601e+01
9.000000000000000222e-01,1.179108868855515579e+00,2.874743723603424783e+00,2.099011570882419164e+01,3.477706209119568737e-01,2.242860484622456685e+00,2.171163478155325066e+01
9.500000000000000666e-01,1.937382432692557277e+00,3.374711393025783490e+00,1.859965748443512368e+01,1.047174479686704629e+00,2.405204654714996781e+00,1.929053127167277992e+01
