1.000000000000000000e+00,2.500000000000000139e-02,0.000000000000000000e+00,1.000000000000000000e+00,-2.500000000000000139e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000139e-02,0.000000000000000000e+00,1.000000000000000000e+00,-2.500000000000000139e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.987395288940437155e-01,2.503155179782131159e-02,-5.017760605691191228e-02,9.987395288940437155e-01,-2.503155179782131159e-02,-5.017760605691191228e-02,9.987387407706617148e-01,0.000000000000000000e+00,-5.020901312471042627e-02,9.987395288940437155e-01,2.503155179782131159e-02,-5.017760605691191228e-02,9.987395288940437155e-01,-2.503155179782131159e-02,-5.017760605691191228e-02,9.987387407706617148e-01,0.000000000000000000e+00,-5.020901312471042627e-02
9.949739322282648013e-01,2.512628647509691088e-02,-1.001026899741599002e-01,9.949739322282648013e-01,-2.512628647509691088e-02,-1.001026899741599002e-01,9.949707915874436148e-01,0.000000000000000000e+00,-1.001655056126026788e-01,9.949739322282648013e-01,2.512628647509691088e-02,-1.001026899741599002e-01,9.949739322282648013e-01,-2.512628647509691088e-02,-1.001026899741599002e-01,9.949707915874436148e-01,0.000000000000000000e+00,-1.001655056126026788e-01
9.887502908409105951e-01,2.528444264555135615e-02,-1.495277960669181838e-01,9.887502908409105951e-01,-2.528444264555135615e-02,-1.495277960669181838e-01,9.887432683652778165e-01,0.000000000000000000e+00,-1.496220295860163363e-01,9.887502908409105951e-01,2.528444264555135615e-02,-1.495277960669181838e-01,9.887502908409105951e-01,-2.528444264555135615e-02,-1.495277960669181838e-01,9.887432683652778165e-01,0.000000000000000000e+00,-1.496220295860163363e-01
9.801454420340626195e-01,2.550641847084921671e-02,-1.982153477657764562e-01,9.801454420340626195e-01,-2.550641847084921671e-02,-1.982153477657764562e-01,9.801330651290550700e-01,0.000000000000000000e+00,-1.983410286758182095e-01,9.801884501687347928e-01,2.548769144623359156e-02,-1.982679962263717843e-01,9.801882075592041055e-01,-2.551499752580705521e-02,-1.982849760995521737e-01,9.801766885205143165e-01,-5.127265922055812553e-06,-1.984079109023232090e-01
9.692637584262777661e-01,2.579277275357921145e-02,-2.459420351236716595e-01,9.692637584262777661e-01,-2.579277275357921145e-02,-2.459420351236716595e-01,9.692446304169343163e-01,0.000000000000000000e+00,-2.460992311347586226e-01,9.693949174725533524e-01,2.569400245740500327e-02,-2.460646967837687993e-01,9.693756542080842475e-01,-2.583827828082254502e-02,-2.461066772494735488e-01,9.693662789589896356e-01,-4.783647926325846109e-05,-2.462570485609411330e-01
9.562340638003179460e-01,2.614422633196837945e-02,-2.925027714496277742e-01,9.562340638003179460e-01,-2.614422633196837945e-02,-2.925027714496277742e-01,9.562068799435332611e-01,0.000000000000000000e+00,-2.926916114019607607e-01,9.564829704050710202e-01,2.589915620715776273e-02,-2.926867865054627038e-01,9.564197396212152924e-01,-2.625311259735165631e-02,-2.927440981724843128e-01,9.564212898807742391e-01,-1.319219221322557125e-04,-2.929260933506048215e-01
9.412060889148418097e-01,2.656166384817172307e-02,-3.377137045107120317e-01,9.412060889148418097e-01,-2.656166384817172307e-02,-3.377137045107120317e-01,9.411696486839306042e-01,0.000000000000000000e+00,-3.379344054771065697e-01,9.415859362232636975e-01,2.612485152273280598e-02,-3.379436274781904004e-01,9.414583778203027276e-01,-2.674412277264610546e-02,-3.379936942938417399e-01,9.414775708410214605e-01,-2.400938708670839110e-04,-3.382159747294196661e-01
9.243464515112976843e-01,2.704613588692692666e-02,-3.814146168490023525e-01,9.243464515112976843e-01,-2.704613588692692666e-02,-3.814146168490023525e-01,9.242996668596702436e-01,0.000000000000000000e+00,-3.816675145560556315e-01,9.248594738503725932e-01,2.639756039263409584e-02,-3.816803052227699666e-01,9.246558442358029373e-01,-2.729480151583844189e-02,-3.816965972693516229e-01,9.246959065057165361e-01,-3.514036241083065082e-04,-3.819690803963689540e-01
9.058344562466150718e-01,2.759886157132756049e-02,-4.234704279634127211e-01,9.058344562466150718e-01,-2.759886157132756049e-02,-4.234704279634127211e-01,9.057763558303106866e-01,0.000000000000000000e+00,-4.237560098337178061e-01,9.064770181867679577e-01,2.673707271418973574e-02,-4.237725066930053686e-01,9.061941690564745411e-01,-2.789463717243251609e-02,-4.237317984558279238e-01,9.062549890468364344e-01,-4.509977664297575147e-04,-4.240627409696408057e-01
