9.000000000000000000e+02,4.316479649000000141e-01,-5.324640769999999801e-01,2.853010048999999881e-01,-5.262689197000000041e-01,1.271965724999999936e-01,-3.884694631999999759e-01,7.078916465000000269e-01,-5.792201269999999735e-02,1.945335480000000006e-01,5.707957071999999465e-01,4.316479649000000141e-01,-5.324640769999999801e-01,2.853010048999999881e-01,-5.262689197000000041e-01,1.271965724999999936e-01,-3.884694631999999759e-01,7.078916465000000269e-01,-5.792201269999999735e-02,1.945335480000000006e-01,5.707957071999999465e-01
9.000499999999999545e+02,4.650467374999999737e-01,-5.681009463999999731e-01,2.557535519999999951e-01,-4.938996151999999751e-01,1.484648607999999870e-01,-4.188463839000000077e-01,6.885527323000000255e-01,-1.186131858000000067e-01,1.451658447999999990e-01,6.440686619000000057e-01,4.650467374999999737e-01,-5.681009463999999731e-01,2.557535519999999951e-01,-4.938996151999999751e-01,1.484648607999999870e-01,-4.188463839000000077e-01,6.885527323000000255e-01,-1.186131858000000067e-01,1.451658447999999990e-01,6.440686619000000057e-01
9.001000000000000227e+02,5.000223005999999693e-01,-5.979119625000000049e-01,2.205540920999999877e-01,-4.643414383000000201e-01,1.719967149999999945e-01,-4.454307967000000201e-01,6.618080026999999532e-01,-1.773014722000000043e-01,9.278154360000000211e-02,7.114085571999999580e-01,5.000223005999999693e-01,-5.979119625000000049e-01,2.205540920999999877e-01,-4.643414383000000201e-01,1.719967149999999945e-01,-4.454307967000000201e-01,6.618080026999999532e-01,-1.773014722000000043e-01,9.278154360000000211e-02,7.114085571999999580e-01
9.001499999999999773e+02,5.363325320999999812e-01,-6.213760571999999982e-01,1.804937451999999998e-01,-4.382726274000000033e-01,1.972920753999999888e-01,-4.678795622999999959e-01,6.279980632999999646e-01,-2.333654518999999927e-01,3.769253659999999978e-02,7.721279267999999751e-01,5.363325320999999812e-01,-6.213760571999999982e-01,1.804937451999999998e-01,-4.382726274000000033e-01,1.972920753999999888e-01,-4.678795622999999959e-01,6.279980632999999646e-01,-2.333654518999999927e-01,3.769253659999999978e-02,7.721279267999999751e-01
9.002000000000000455e+02,5.737085298999999861e-01,-6.380571275999999958e-01,1.364737924999999963e-01,-4.163039378999999762e-01,2.238350954999999975e-01,-4.859255169999999735e-01,5.875348274999999676e-01,-2.862316838000000252e-01,-1.976834170000000071e-02,8.255807402999999489e-01,5.734997943859477809e-01,-6.362212906105968457e-01,1.365028500479080198e-01,-4.156021814362596545e-01,2.223158673390201456e-01,-4.869094701822135884e-01,5.887933093646628979e-01,-2.857408653774208274e-01,-2.017564605914917014e-02,8.216209416124694576e-01
9.002500000000000000e+02,6.118564440000000548e-01,-6.476148079000000335e-01,8.949398309999999357e-02,-3.989672883000000003e-01,2.511059313999999820e-01,-4.993794261000000234e-01,5.408935806000000346e-01,-3.353792485000000045e-01,-7.924457040000000563e-02,8.711698731000000473e-01,6.113453910570522121e-01,-6.457992569057795507e-01,8.975494950231094338e-02,-3.982928789721321139e-01,2.492808037444404490e-01,-5.005941890518401660e-01,5.423123407701118115e-01,-3.354605827310032096e-01,-7.933077123009529830e-02,8.669623029265277614e-01
9.002999999999999545e+02,6.504598635999999656e-01,-6.498144497000000186e-01,4.063848629999999851e-02,-3.867050987999999800e-01,2.785921874999999770e-01,-5.081300746000000368e-01,4.886046036000000203e-01,-3.803428575000000200e-01,-1.403531188999999901e-01,9.083551143000000438e-01,6.495785483043571285e-01,-6.490102236139181358e-01,4.099578335102577187e-02,-3.856278409750651393e-01,2.772491340532354243e-01,-5.097335862334106960e-01,4.895193334261043194e-01,-3.817398901858276572e-01,-1.403763396664794993e-01,9.052707855436675777e-01
9.003500000000000227e+02,6.891827845000000341e-01,-6.445360102999999619e-01,-8.940476600000000357e-03,-3.798604870999999772e-01,3.057997175000000123e-01,-5.121425751000000526e-01,4.312446315999999835e-01,-4.207145696999999851e-01,-2.026817344000000076e-01,9.366616859999999933e-01,6.879743964295764735e-01,-6.441820690388384563e-01,-8.499641724266815412e-03,-3.790012405754517588e-01,3.048743260099939234e-01,-5.140564638528262176e-01,4.311531576851470593e-01,-4.230678435244507041e-01,-2.035819543524917674e-01,9.336809501830213298e-01
9.003999999999999773e+02,7.276731753999999830e-01,-6.317815350000000052e-01,-5.804123149999999842e-02,-3.786685336999999762e-01,3.322625207000000080e-01,-5.114550361999999906e-01,3.694284405000000104e-01,-4.561442195000000033e-01,-2.657865648000000136e-01,9.556892415000000085e-01,7.262509086053748897e-01,-6.312732107917371493e-01,-5.742024333063583397e-02,-3.782362517470013175e-01,3.319169011905244715e-01,-5.136404460750740864e-01,3.684739637712104443e-01,-4.592230077662414756e-01,-2.671389905735191417e-01,9.534169700775020351e-01
9.004500000000000455e+02,7.655671463000000010e-01,-6.116809023999999484e-01,-1.054333207999999938e-01,-3.832488715999999851e-01,3.575515085000000037e-01,-5.061737923000000361e-01,3.038008460000000133e-01,-4.863387208000000128e-01,-3.291903789999999774e-01,9.651212716999999497e-01,7.641752243857761195e-01,-6.109230823794904452e-01,-1.050039574581764223e-01,-3.834808118210624728e-01,3.579479073181203730e-01,-5.087457308069092132e-01,3.022790420392615918e-01,-4.901328477837986197e-01,-3.308404861017402721e-01,9.639358972046249141e-01
