0.000000000000000000e+00,-8.000000000000000000e+00,7.000000000000000000e+00,2.700000000000000000e+01,-8.000000000000000000e+00,7.000000000000000000e+00,2.700000000000000000e+01
1.000000000000000021e-02,-6.581022629405840263e+00,6.814745173748364415e+00,2.579314907445058225e+01,-6.581022629405840263e+00,6.814745173748364415e+00,2.579314907445058225e+01
2.000000000000000042e-02,-5.317130199205120533e+00,6.585408015244664348e+00,2.472176634656632643e+01,-5.317130199205120533e+00,6.585408015244664348e+00,2.472176634656632643e+01
2.999999999999999889e-02,-4.196172862676277759e+00,6.343043444923237573e+00,2.376849683046603090e+01,-4.196172862676277759e+00,6.343043444923237573e+00,2.376849683046603090e+01
4.000000000000000083e-02,-3.204674753078519345e+00,6.109338694565358274e+00,2.291633872174902820e+01,-3.204674753078519345e+00,6.109338694565358274e+00,2.291633872174902820e+01
5.000000000000000278e-02,-2.328735865121246640e+00,5.898942809389938979e+00,2.214996906118889441e+01,-2.328735865121246640e+00,5.898942809389938979e+00,2.214996906118889441e+01
5.999999999999999778e-02,-1.554646359516129506e+00,5.721378317413739367e+00,2.145629018156295231e+01,-1.554646359516129506e+00,5.721378317413739367e+00,2.145629018156295231e+01
7.000000000000000666e-02,-8.692810569930582432e-01,5.582531270549648816e+00,2.082452328730347801e+01,-8.692810569930582432e-01,5.582531270549648816e+00,2.082452328730347801e+01
8.000000000000000167e-02,-2.603328745219385398e-01,5.485773745728049988e+00,2.024606479412363313e+01,-2.759326134849100498e-01,5.465223927960747297e+00,2.025101085234406639e+01
8.999999999999999667e-02,2.835677508025430393e-01,5.432789857923723709e+00,1.971423920119508111e+01,2.575995887588948818e-01,5.388724860713833387e+00,1.972789289284470726e+01
1.000000000000000056e-01,7.728119577500780490e-01,5.424172412211641259e+00,1.922402485049251908e+01,7.389036680530995937e-01,5.352669236228817518e+00,1.925051160383942772e+01
1.100000000000000006e-01,1.216823386686236352e+00,5.459847363625748073e+00,1.877179482736809035e+01,1.175237622387358627e+00,5.356754067332500036e+00,1.881553723145249535e+01
1.199999999999999956e-01,1.624102006948369592e+00,5.539370423820200173e+00,1.835509195724689135e+01,1.573804077036330185e+00,5.400694730670207555e+00,1.842066394019845177e+01
1.300000000000000044e-01,2.002287206652186846e+00,5.662129358359650588e+00,1.797244486445348244e+01,1.941564049847075424e+00,5.484313185305350835e+00,1.806454231072190453e+01
1.400000000000000133e-01,2.358230588815175555e+00,5.827476322405195752e+00,1.762322498092352774e+01,2.284919914133498153e+00,5.607463533968680913e+00,1.774699034024003197e+01
1.499999999999999944e-01,2.698071766615242506e+00,6.034807581588474079e+00,1.730754102710235998e+01,2.609760340578505478e+00,5.769732634515517766e+00,1.746798630285981346e+01
1.600000000000000033e-01,3.027312489893911440e+00,6.283602518094781431e+00,1.702616598694582351e+01,2.921403970844695053e+00,5.969926903934234197e+00,1.722772681940320183e+01
1.700000000000000122e-01,3.350885793535951951e+00,6.573429846728090276e+00,1.678049123015976818e+01,3.224498715527007064e+00,6.207769299835914190e+00,1.702723659802201439e+01
1.799999999999999933e-01,3.673217773054601398e+00,6.903925949165119924e+00,1.657250246807879890e+01,3.523307945854613266e+00,6.482966448158973272e+00,1.686800319183591057e+01
1.900000000000000022e-01,3.998280198961139398e+00,7.274747866637487625e+00,1.640477241440184031e+01,3.821717616445967636e+00,6.795213754267448003e+00,1.675194965530160118e+01
2.000000000000000111e-01,4.329632447084274638e+00,7.685501897132883897e+00,1.628046494360408403e+01,4.123239245541045150e+00,7.144179726929420049e+00,1.668144964653971840e+01
2.099999999999999922e-01,4.670451460946722477e+00,8.135647321126745268e+00,1.620334543254365300e+01,4.431030925638625106e+00,7.529462183804267461e+00,1.665937585238340546e+01
2.200000000000000011e-01,5.023548433533424173e+00,8.624373910973114121e+00,1.617779120975931662e+01,4.747924205191084823e+00,7.950498606056922490e+00,1.668912904377999951e+01
2.300000000000000100e-01,5.391370950877247381e+00,9.150451517949717228e+00,1.620879541688228898e+01,5.076437976486632309e+00,8.406447435707800508e+00,1.677461765374961544e+01
2.399999999999999911e-01,5.775989122653969687e+00,9.712049802072913351e+00,1.630195519947753979e+01,5.418763961918303451e+00,8.896006847710363985e+00,1.692022329237285305e+01
2.500000000000000000e-01,6.179064443950027297e+00,1.030652730276100648e+01,1.646343448510986107e+01,5.776742067463347396e+00,9.417246188015692354e+00,1.713078868057552029e+01
2.600000000000000089e-01,6.601800054857115185e+00,1.093019043077478614e+01,1.669988837807017390e+01,6.151822533733794174e+00,9.967405105919592501e+00,1.741154169704738308e+01
2.700000000000000178e-01,7.044871491122634666e+00,1.157802605724763190e+01,1.701833430044761641e+01,6.545009102947661361e+00,1.054266455301737082e+01,1.776796877052608181e+01
2.800000000000000266e-01,7.508337597145203546e+00,1.224341585428796186e+01,1.742595272012725971e+01,6.956782844192931137e+00,1.113789763578867209e+01,1.820562600757899929e+01
2.899999999999999800e-01,7.991532378891299970e+00,1.291784674650174125e+01,1.792979923693713218e+01,7.387008991367766342e+00,1.174641361364816916e+01,1.872987895872417141e+01
2.999999999999999889e-01,8.492940442464851358e+00,1.359064186852319978e+01,1.853640892742097535e+01,7.834829774029204330e+00,1.235971703657602561e+01,1.934556364681544949e+01
3.099999999999999978e-01,9.010060743257618299e+00,1.424874289012747042e+01,1.925128114710871330e+01,8.298548933393904647e+00,1.296731009611582053e+01,2.005656259920421292e+01
3.200000000000000067e-01,9.539267075179346023e+00,1.487659187876625744e+01,2.007823499836904091e+01,8.775514271385619125e+00,1.355657627710794699e+01,2.086530023481670071e+01
3.300000000000000155e-01,1.007567755691456135e+01,1.545616719455258981e+01,2.101864533418622827e+01,9.262006994612166366e+00,1.411279084810709250e+01,2.177216887142482449e+01
3.400000000000000244e-01,1.061304996721504779e+01,1.596723799857965531e+01,2.207058723473939210e+01,9.753149297363707504e+00,1.461931314596628440e+01,2.277489983703914334e+01
3.500000000000000333e-01,1.114372448622514433e+01,1.638790233113828876e+01,2.322794644252190466e+01,1.024284457815403648e+01,1.505801081189607871e+01,2.386790287163081814e+01
3.599999999999999867e-01,1.165863897887697931e+01,1.669546194976519615e+01,2.447958688603779365e+01,1.072376933348889061e+01,1.540995823869203818e+01,2.504161274101558377e+01
3.699999999999999956e-01,1.214744396091056799e+01,1.686765827553159980e+01,2.580870357845241969e+01,1.118744152439350792e+01,1.565642421969866049e+01,2.628190815117183377e+01
3.800000000000000044e-01,1.259874013900002332e+01,1.688424342677739531e+01,2.719250625788431464e+01,1.162439846647495933e+01,1.578013538101410163e+01,2.756971287395778347e+01
3.900000000000000133e-01,1.300045626437403179e+01,1.672879485041121939e+01,2.860239794202488284e+01,1.202451270473713585e+01,1.576675491405373108e+01,2.888093626167598416e+01
