0,-524930000,-342460000,-109160000,-39584000,-51519643.9942472,181619561.685208,36773165.1488137,56684969.1730768,22841710.2137083,-66450067.8546551,-31176689.9511984,58195234.1831103,25364786.6144612,-17123130.0890266,-61013383.9585172,-37297841.5552166,8511701.75568591,27128939.1243789,-16485974.0465203,-21142367.9524726,8170330.44972527,-38034746.5625128,13026498.5845944,-1908217.41589614,-9198936.01105143,-15290327.6653281,5729947.16756008,4302009.87515757,-9245736.59009577,-1569405.23175297,4281145.12590432,1725402.42801555,4881827.17869798,-678578.706409432,-1041933.09362762,5016484.73618457,1084888.23090986,4393991.24956649,4069181.06762182,-343987.448864612,3590325.16859206,1796664.82401023,3933856.16723879,1458561.54639339,1858813.91192292,1557011.47673654,-981781.689576203,-1015230.95843276,-1438134.86478669,-1280777.6288751,1441637.25095203,-279903.979810176,75515.19203802,597179.328667416,562026.956634137,-7639.6583715006,251041.786326869,97585.2317332882,-203083.794210277,-165837.353477146,407258.679422215,-36754.3233466184,40467.1340376115,91671.2488365165,-106424.770418147,-19061.3272635198,38179.0404269131,83833.0766802448,96680.9778835871,-44509.2537687672,-86362.5269373901,46443.3236267906,-49876.1518438534,24027.1176460993,-62315.7423969065,-10337.450075531,-66726.3007243968,-80572.2024016863,-41145.8169093406,44853.7514349388
60,-526900000,-343640000,-109080000,-38846000,-54723775.0849795,183310895.700549,35234262.4958156,57684449.9093073,23716902.7585328,-66897585.6387843,-30930536.3991607,58040897.2304529,25726295.0074179,-18308244.520902,-60806007.0579246,-37188692.4483733,8490397.61540845,26804522.7030959,-16214144.7578791,-21017514.0062869,8005615.35509209,-37143742.9784821,12867527.5196035,-1834581.24386264,-9053951.2903372,-14671634.8324762,5417338.11730895,3975970.70528841,-8932229.49800869,-1427226.6763803,3912470.73160753,1682836.70990637,4529829.97390867,-670491.654162768,-999256.338437833,4576453.69436048,1004347.45786681,3807033.51287551,3372244.89371111,-285289.481422541,2950501.00817139,1345625.43620701,2974976.93709627,1082578.66152715,1316321.84587188,1078379.12561244,-694677.219420572,-616303.805533069,-932477.782087933,-795160.859455142,839285.746808722,-154238.757823375,62183.2477347655,303033.176493478,289141.065819118,-11058.0542277873,114853.051562663,53155.0215200232,-97188.9685208974,-71745.3873911987,168622.147644865,-13867.526952914,19207.3387840388,32609.0761085495,-40597.7621382003,-877.414026022,5919.7057217482,38056.2522643821,30819.284172906,-10753.7889237414,-28688.6394388655,10661.3577131159,-24544.9923238425,8930.9612737298,-22822.6607344699,-3372.6379600691,-23334.0036594429,-26476.63286941,-9667.6864707284,12972.9853354902
120,-528940000,-344820000,-108990000,-38099000,-57917585.8239097,184708983.871883,33639847.3204231,58679134.710684,24527278.2440061,-67222847.6502908,-30475622.0712301,57732231.4149704,25920567.3405501,-19509783.7763098,-60464501.0866848,-36764199.9138606,8501750.81110295,26419142.6942491,-15907217.3569179,-20691601.2792985,7889177.46805075,-36057852.3387413,12521034.4458474,-1731613.88812714,-8748421.99123914,-13956238.242971,5064135.2237281,3626179.71639531,-8442456.59388468,-1297868.42227602,3521105.83205302,1620012.97635165,4152287.54169581,-628123.662123725,-920703.264384589,4066717.99747024,899500.588549092,3228681.21419889,2716863.38641949,-221478.823240091,2321184.42833643,957654.282443488,2103617.68156701,741781.57763177,837585.905762253,656648.616596739,-434351.699333401,-291572.512842353,-499662.907371047,-382817.286939302,337665.753986637,-53069.8404485809,44848.620594821,70141.292015476,71875.8210634994,-9066.922575525,6936.3302265531,15872.9952283626,-12358.4304433887,-2496.4246917732,-12800.0361335303,4323.1677199317,925.1803251859,-9114.0195994584,11809.7045384805,10093.6250079441,-14333.0744659686,-1184.8313291099,-18276.5447856195,12150.4871431052,13676.7162417779,-11693.9530873906,1154.2890519664,-3987.0350317452,10015.7417957808,5541.6010323151,9225.185010132,16718.1403364283,10356.3616466809,-14669.8218464063
180,-531060000,-346010000,-108920000,-37359000,-61092737.077141,185809174.073955,31990917.6336699,59667958.7300584,25273811.753083,-67421978.5410269,-29814225.7323567,57267623.2451763,25947705.6715521,-20724455.717033,-59988579.061205,-36027376.9917911,8543133.13003359,25972601.0324878,-15564276.6956717,-20167926.9328592,7820932.85935349,-34783078.4898755,11991993.0661666,-1599342.11545666,-8287041.47146308,-13147901.2713384,4674482.09856419,3254345.05400997,-7784324.90658881,-1181441.0040593,3110131.84463574,1538635.25188157,3749628.32245824,-553893.475663026,-808453.024185564,3493168.27875622,770839.823909764,2662159.47735213,2103994.48294188,-153932.985457375,1706262.45492657,631216.210278303,1321506.26461775,436309.781411243,422471.968307825,291957.798970033,-201091.115469736,-37904.13319557,-138135.664930201,-43450.115461668,-64998.1846137532,24674.4932048979,23866.3956192838,-103960.981742631,-92229.7517358547,-2962.7281534639,-73230.6716916013,-14433.3311410241,52365.1953572562,45256.3783983613,-140757.298614948,17650.3931738174,-13927.670704958,-35350.9851681739,50134.7408947133,14967.9240045566,-23991.2667590433,-32895.5429304254,-51061.8678755257,25237.8851656194,41571.6861321263,-22921.5721180291,24573.3579690665,-13979.8561202349,34828.173213668,13792.6133762288,31570.2938779896,47491.7303851407,20852.6026966325,-35063.8216608803
240,-533250000,-347200000,-108840000,-36633000,-64241110.3152276,186607437.799741,30288486.2918819,60649734.6113424,25957671.6172565,-67491586.7385361,-28949571.1901735,56646085.5348483,25808717.4888269,-21948786.2337542,-59378151.8649116,-34983957.7945419,8611344.786941,25465039.520213,-15184552.9398491,-19451934.2045073,7799311.87712037,-33326965.3900376,11288089.7427439,-1438303.48598274,-7677492.13936186,-12251388.2309248,4252592.81678499,2862870.55402782,-6969796.34305776,-1077329.84250315,2683159.33347248,1440364.86211808,3323188.89849589,-451348.102518114,-666218.136973189,2864155.07334126,619979.167630257,2110859.45507698,1534543.10322447,-84345.0097512929,1110947.48694119,363151.589399544,629772.288936113,166273.864385357,70060.0890733079,-16032.7535105179,4395.439680178,149493.177503085,154699.788484409,224405.218278284,-371889.869272214,80550.1049956614,188.6826128218,-223125.384225506,-206736.966996178,5495.9666030987,-126672.792784069,-37930.3538842279,97782.7089950899,74939.2360919724,-219641.192258203,25960.8049826291,-24737.7269555717,-48385.1688092891,73788.5150337994,15025.0366573779,-25057.4889261297,-55674.0543330389,-68197.4430386184,29861.0814837094,56099.3969496031,-25736.5664237083,42567.7428228002,-20213.8544621856,50037.9689570798,18831.5857696994,44201.9963206489,64335.8698285384,23970.4078105659,-45381.5057657008
300,-535500000,-348400000,-108780000,-35923000,-67354855.778214,187100387.073944,28533570.7465577,61623151.5757028,26580195.9286633,-67428773.974529,-27885811.9968134,55867291.5833656,25505512.7934138,-23179142.6303853,-58633359.7510323,-33642352.3909568,8702659.16449333,24896948.8783552,-14767457.1172513,-18551144.0725324,7821307.91200358,-31698544.3618483,10419641.2380384,-1249508.4717527,-6930301.46129097,-11272446.7203505,3802791.2848913,2454813.23346778,-6014611.35485492,-984226.245907311,2244240.71981332,1326819.80868762,2875206.01956573,-325024.896527574,-499046.235266444,2190323.26182028,449615.277337238,1578274.70740969,1009337.73726522,-14596.3806156871,541619.913784469,148926.822175656,28861.7746765065,-68279.3905302256,-221270.246194104,-268168.998359871,181067.487300404,276795.523680716,382291.750237594,423418.289568877,-587691.298700582,116520.78517164,-24711.6023439886,-292450.741860856,-276167.414328669,14372.2335516424,-155018.31475689,-54759.9179805077,124737.634566014,89877.1017939674,-254559.1857837,29202.893902867,-30911.6092377338,-50799.8547270356,82588.5342946354,11646.2595185658,-19916.1507076236,-68105.1644127793,-70766.3956258277,27651.6243437671,58694.5534526128,-22980.3423843718,52137.8488551867,-22006.3152447622,54377.0079489208,18651.3711581347,47690.6753061547,66376.9084875012,21918.8015796346,-43740.379549182
360,-537790000,-349590000,-108710000,-35219000,-70426439.1668731,187285288.139221,26727182.2465756,62586774.8047178,27142863.8205492,-67231137.9367919,-26628009.0458566,54931616.0195667,25040897.2815635,-24411757.913523,-57754609.155797,-32013579.5090424,8812885.75418395,24269172.9387226,-14312622.0808423,-17475059.8688436,7882547.64466029,-29908250.5535892,9399486.65237676,-1034376.21730748,-6058647.12866744,-10217788.6443085,3329583.61232435,2033821.45718988,-4937904.64790092,-900158.86434199,1797737.98704539,1199577.53425444,2408810.94502495,-180253.788965123,-313049.492572931,1484398.52024563,263487.300983431,1067906.44792065,529100.401646411,53427.6411167714,5608.6424873175,-17019.9069596729,-481611.199214351,-267404.827959404,-453742.020535174,-465868.912337102,327660.079579786,351199.045440625,548672.330435627,557495.559654468,-718788.272603987,134872.402817032,-48961.6203510051,-318093.386777597,-305855.698408545,21938.1499003613,-160673.647576645,-65024.3270633918,134466.006489474,93087.3979394579,-251564.980762876,27614.8774369583,-32175.4678158478,-45301.0435033625,77257.4219589381,6205.4507083666,-11007.6545403794,-69430.5088605775,-60600.8976627877,20460.5799295577,51256.8055696575,-17187.864823684,51381.9421035461,-19172.1060352469,47641.0630626056,12413.0616392925,42983.0435417037,54234.5967774265,16760.7458709943,-30167.717950889
420,-540100000,-350780000,-108630000,-34509000,-73448684.3369652,187160074.043124,24870318.4759284,63539046.188897,27647271.3301508,-66896778.8168888,-25182102.2912886,53840161.3715958,24418559.3902853,-25642743.1584538,-56742605.8691377,-30111174.7101229,8937431.53684539,23582912.6246902,-13819933.10486,-16235052.5862988,7977388.29399414,-27967832.0759697,8242826.63098666,-794678.199414168,-5078112.34098959,-9095050.23958819,2837697.86958052,1604062.16146788,-3761750.37471419,-822568.557783953,1348204.83252586,1060186.19515058,1927979.32340014,-22945.9008586776,-115118.850705431,760869.973291622,66286.4504953275,583172.518546258,94419.4463777947,117971.395729847,-489116.641955812,-140929.118819393,-902990.105278111,-431293.522234331,-630109.661382255,-611172.575644075,442845.433348194,380566.805420728,658254.224070369,631750.257829285,-773370.667860397,138125.097379427,-70479.1957953314,-307046.673699678,-301787.804049666,26971.0405110256,-146930.072359663,-68814.8952164812,128872.956164282,87150.4108149743,-217810.837149357,21880.9788020532,-28812.1712842449,-34539.1019182462,59798.9330156337,-49.3276963352,-540.7286458093,-60128.2979309061,-40515.1743266551,10268.0859476032,36243.0708475692,-10243.5280870107,40283.6090978615,-12292.33585085,31287.1005385267,896.8025512001,31656.081972715,30654.1279199268,10230.8776478721,-7262.121608399
480,-542420000,-351950000,-108530000,-33781000,-76414809.9055851,186723357.124561,22963962.4586315,64478287.350729,28095118.6709058,-66424316.5516695,-23554879.2113383,52594756.464415,23643050.359544,-26868081.7698138,-55598378.4916277,-27951072.0701584,9071346.96072599,22839732.5244297,-13289537.8611856,-14844232.7839519,8099043.48603133,-25890267.9881337,6966993.24160445,-532514.008881577,-4006392.79854331,-7912718.71278214,2332047.17614798,1170142.88545099,-2510666.86172096,-748453.190793268,900325.2169684,910184.804547895,1437407.42413858,140596.288779644,87337.4300594202,35537.3927686589,-136519.9124543,127346.944856985,-294273.977233082,177421.897798747,-934349.065306073,-229438.550743965,-1237610.18223802,-560307.71544544,-753636.212504248,-706742.731620326,525469.164951526,373155.283003667,715793.206204412,652376.71594481,-761254.171017863,128949.793200424,-87227.6209263623,-266899.394540296,-270414.929933088,28820.370000058,-117882.278219192,-66303.1017107902,110556.975798448,74224.6230937282,-161410.974197496,13137.4889722043,-21688.2512399785,-20967.7960980445,33498.0533013688,-6084.0272693016,9641.1190601598,-42073.5037371995,-14255.1809816288,-945.6056234044,16609.576514131,-3307.0402129911,20903.8637647839,-2735.8088286383,8504.8856623851,-13518.7041930229,15953.8966695278,480.2795099575,3632.8628285054,19919.7886876651
540,-544760000,-353110000,-108420000,-33028000,-79318459.1493297,185974440.295233,21009087.515291,65402705.0470477,28488207.8226562,-65812916.2200497,-21753943.0948098,51197929.9149776,22719758.7701837,-28083612.0939064,-54323293.1353318,-25551459.5917748,9209358.25115858,22041568.6927678,-12721838.5858821,-13317309.9013516,8239732.51572235,-23689692.6784693,5591158.38449491,-250316.624222876,-2862959.28527274,-6680030.04403979,1817625.6625073,737028.265604384,-1211088.86269467,-674569.912659763,458903.507642807,751125.816461672,942327.077492827,303844.283174527,286632.727424831,-675052.995062438,-338943.553176624,-296468.42629928,-636735.450170048,230224.816548918,-1322115.20091174,-289379.416655899,-1488733.61737813,-655028.482280229,-828103.401788653,-755823.082639342,574836.749341178,337412.514256241,726498.660244739,626445.234597839,-693416.126187592,110091.402731048,-97484.7618040237,-205569.664134349,-218438.032918852,27258.6967141347,-78138.1657290921,-57871.2077191281,82565.0760672546,56189.028252548,-90962.0297023357,2797.8790832127,-12050.2700964818,-6751.344090539,2486.23368502,-11116.9313433003,18039.3574188869,-18187.7043990401,13896.7694647543,-11362.0871959097,-4442.5517260175,2981.4234790946,-3145.9586859341,7614.9638687293,-16353.2354405144,-27436.0644411361,-1454.6555102449,-30168.4122252351,-2168.101243281,44907.2807204676
