600,-547110000,-354240000,-108290000,-32248000,-82153724.1917714,184913324.652641,19006665.2178703,66310397.9144539,28828441.8341083,-65062311.1232305,-19787682.8206695,49652877.1696452,21654882.1475817,-29285014.4250298,-52919066.2406647,-22932611.4838736,9345901.67759543,21190733.0689467,-12117480.3219191,-11670435.3481493,8390843.25841147,-21381308.3155045,4136009.72462394,49139.8286957103,-1668683.02915227,-5406856.74450347,1299393.34633385,309946.099260139,109203.922443792,-597649.293442672,28859.4639167796,584590.669724754,448307.111455832,460210.993821476,475053.655087007,-1354211.57655998,-534763.562590893,-685363.017654704,-932954.502006858,274802.746377207,-1645154.17210609,-327599.636361828,-1660439.14642864,-716326.826550191,-857811.172805969,-762194.144062272,590987.640410106,281775.708938703,696165.697764389,561672.067465387,-581406.455985913,84296.7253664973,-100052.593403097,-131005.010414622,-152568.78768644,22270.0373406446,-32412.6189901717,-44225.0775642711,48030.6470278595,34814.7618235123,-14857.0650384348,-7727.6395458689,-1209.2806040289,6298.5081797455,-28954.9520086865,-14614.0826586741,23436.35417658,8225.9063966916,39753.2955781713,-19497.1089450457,-23869.227404008,8184.183325773,-27696.9430848189,16828.2771145757,-38774.5931863821,-37394.240464895,-17919.2987409999,-55276.8719596296,-6687.6453061942,61507.1859818925
660,-549500000,-355370000,-108150000,-31447000,-84915166.2759236,183540711.528708,16957672.5849766,67199362.655468,29117815.2776437,-64172812.4037572,-17665242.8010704,47963441.9758411,20455396.962873,-30467817.5466848,-51387782.7828848,-20116702.4785434,9475177.58909896,20289910.1342935,-11477350.0929856,-9921025.26271815,8543100.45337123,-18981265.8568815,2623425.92466869,362761.374480081,-445434.050325071,-4103605.42252892,782211.456578201,-105721.077641251,1421714.72262891,-514572.492528546,-384825.494475558,412192.838373695,-38907.5035021732,603252.043250535,645158.567926974,-1985667.59760543,-717789.1051845,-1036656.23348813,-1183220.28806421,309577.599307472,-1897344.4668529,-350746.329940266,-1757538.32959371,-745453.875542767,-847524.696221651,-730163.832639618,574889.716353285,214392.906322744,631179.817752795,466216.328625762,-436850.556280019,54242.697128586,-94353.2981536728,-50848.4419304227,-79282.4272688093,13957.4011556825,14847.4107299556,-26431.371134345,9906.1315128783,11851.4145724911,59364.5543920538,-17284.5616312955,9708.8478014199,16782.9142629243,-57051.0347462747,-16266.3062870763,24920.0929069555,34111.8839721115,59863.0637677294,-24347.7643024033,-39207.5929975169,11865.0350302701,-49007.2212172683,23378.1149936879,-55099.4227522099,-40830.5546915557,-31274.6201942342,-70337.560424378,-9750.6858123806,65531.7385548667
720,-551910000,-356470000,-107990000,-30632000,-87597833.4733915,181857999.254477,14863096.584837,68067497.7680815,29358390.3136989,-63145301.2971659,-15396488.8498985,46134121.2340102,19129025.4869011,-31627428.3743384,-49731921.7707294,-17127609.3229992,9591231.01560326,19342145.086281,-10802591.9908499,-8087562.70312649,8686737.53989634,-16506509.5285645,1076165.77706374,687197.782697919,784335.9430158,-2781131.12129654,270850.378351995,-504557.065896231,2697908.48970283,-422491.77399053,-777231.258342236,235571.832070837,-513498.906555746,726909.956526353,790121.57139884,-2554049.54839403,-882062.221620721,-1347968.68602005,-1388188.96984065,333123.821145816,-2074045.25059296,-364977.413658498,-1785555.96039152,-744125.713600236,-802358.599233344,-664592.564042182,528519.738195321,142755.616088108,538325.651038319,348512.483964156,-271169.996810929,22461.6408387703,-80414.4969590422,27908.9508380884,-4582.0415284088,2646.5490700175,59695.3337846201,-5857.3764742485,-29084.3385767867,-11026.8712393295,125429.269622486,-25088.5866472602,19827.3563853228,23785.7880613677,-78904.5145193849,-15971.2707824054,22047.0100090183,56973.4842311413,71937.8629184472,-25478.249575366,-48880.5900290915,13634.9549044039,-64329.0393244475,26406.2646217886,-63146.0414698863,-36687.5099801781,-40146.7142078101,-73247.0364119505,-11441.2700074353,55908.9490503265
780,-554370000,-357570000,-107830000,-29810000,-90197275.8631581,179867277.079854,12723936.9955121,68912603.9799637,29552261.5039853,-61981210.1779139,-12991965.0850157,44170084.3550662,17684195.7517855,-32759173.6013391,-47954383.8567783,-13990702.4854321,9688049.43337965,18350827.1731835,-10094629.6615643,-6189384.46330119,8811676.60783599,-13974599.0065225,-482438.460034426,1018933.88823415,1998015.58421516,-1450658.01859237,-229962.860023145,-881237.322076955,3909911.26819399,-318914.785846414,-1143663.02466727,56388.7698309537,-969645.545876325,825776.168285304,904076.134047018,-3045298.93800277,-1022008.61939738,-1617312.73998144,-1548925.39481845,344380.289295721,-2172357.37868625,-375636.829018249,-1750750.51826141,-714568.148046308,-727628.815711389,-570908.491902987,454844.519393304,73313.507665826,424459.99387468,217096.402543493,-95476.8688803442,-8736.036115452,-58802.5929288067,99248.4734176983,66209.0049940235,-10901.3534608826,98762.9232332626,15957.8022221071,-66318.3402912043,-32373.1462784797,178454.539424768,-30678.8487706204,28410.6533323179,26936.1480362283,-92522.0021869597,-13827.7153691107,15060.6442763609,74819.3784465698,74958.7449242958,-23021.4939964354,-52291.6974830054,13386.8824698806,-71945.2433882838,25724.0292721507,-62282.5834557148,-25490.3038698822,-44007.2215951084,-64417.0703329943,-12068.6138192222,34789.9875352264
840,-556870000,-358640000,-107660000,-28983000,-92709556.9069254,177571319.116787,10541210.6924279,69732382.2195754,29701519.115732,-60682504.2925147,-10462839.6203889,42077187.0779028,16129991.4220244,-33858334.6944524,-46058512.4219003,-10732628.2060192,9759658.54935367,17319673.5639867,-9355180.42708017,-4246460.83221053,8907721.99892526,-11403533.3868238,-2028806.70020873,1354376.64897178,3173253.17412107,-123687.036058923,-715521.25768847,-1230647.96039646,5031186.09566135,-201794.63876338,-1479798.97483072,-123666.487368683,-1401604.88821946,895325.159437529,982392.79985075,-3447066.08349044,-1132575.81723605,-1843171.99808547,-1666898.57857565,342799.088724152,-2191332.10828444,-386973.952433537,-1660107.47022468,-659497.256748174,-628723.315875641,-455052.891028686,357749.856159031,11186.3521504763,296197.113954516,80365.9779731794,79529.5531262647,-37336.6572701019,-30578.8260903302,158372.163658384,128616.964963468,-25361.4693572131,129266.335861258,37440.2956375191,-99154.7681420543,-51106.207898487,214901.021304991,-33779.3691762445,34716.792888572,26425.3391253512,-96649.7451046652,-10130.0100683036,4999.542479101,85946.2229338604,69015.2743140861,-17597.1339386966,-49711.0750498348,11512.6151424478,-70894.9668199987,21627.7351300846,-53079.0057583263,-8979.261660079,-43011.157547439,-46196.4957948842,-12109.6168349657,6704.5573258719
900,-559390000,-359700000,-107480000,-28150000,-95131259.2744312,174973579.421171,8315960.1417786,70524431.342865,29808220.9283484,-59251673.3925318,-7820841.62034841,39861962.7552426,14476091.7959961,-34920162.7144006,-44048102.283464,-7381079.12291283,9800200.51640586,16252716.7251909,-8586249.55518156,-2279175.29374655,8964767.29125676,-8811594.10374336,-3539471.55186188,1689911.02854163,4288368.78712264,1188123.0907296,-1181185.96372246,-1547992.07149983,6037148.84160444,-69655.0508480799,-1781775.58481101,-302855.746164584,-1803844.28293713,932082.743261647,1021847.17608892,-3749123.3676574,-1209397.2741955,-2024543.38491368,-1743933.53955356,328347.316070451,-2132147.62169903,-401982.951793899,-1521244.64100626,-582040.359284851,-511028.38304772,-323324.315478832,241959.551738798,-39942.3204257064,159740.744772971,-53747.4386617265,243829.983959099,-61687.4649198741,2687.3313081337,201849.387060085,179146.486192854,-38962.4315598782,149049.950511211,57074.5183165097,-125001.833596599,-66532.5891689324,232532.594342114,-34180.1248619266,37965.9197798404,22945.4154764191,-90656.8461069586,-5342.7851390943,-6442.0690098601,88850.7717360419,55042.5537047096,-10169.077350444,-42036.4086493246,8890.0361611226,-60764.8471827514,14685.0738870856,-36858.5580496132,10436.967349968,-37749.3168975943,-21983.56640863,-12087.8223521386,-22806.1338198098
960,-561940000,-360740000,-107280000,-27307000,-97459483.9762207,172078186.620968,6049266.61183536,71286248.0883574,29874376.5706808,-57691733.3501937,-5078196.36285794,37531588.7345623,12732706.2961538,-35939874.0453396,-41927397.1481723,-3964552.08885862,9803993.03836609,15154293.2892116,-7790105.81350557,-308106.500892292,8973006.74258824,-6217205.43023319,-4991466.88776639,2021921.14122773,5322756.05099063,2473098.01304634,-1622501.78990015,-1828884.63437232,6905710.81889354,78257.9203394966,-2046207.59542636,-479371.09903244,-2171214.20706834,933720.853137813,1020683.61480606,-3943782.10681783,-1248989.89371487,-2160937.65691229,-1782146.90139102,301378.383302174,-1998242.26212536,-422385.937005026,-1342219.98764837,-485632.39837444,-379906.316154418,-182146.087828486,112951.271477431,-77752.9314564401,20892.6032469858,-178153.420028572,388549.719057495,-80541.8739236824,38883.4952519208,227660.410335831,215366.207210442,-49855.8277146319,156722.813409201,73441.9683923067,-141622.367992697,-78228.4448330078,230497.873527167,-31718.7886686453,37493.2594940888,17543.1466573749,-74623.3212210637,-42.7502702513,-17303.6570990445,82449.0777997223,34620.0995203698,-1878.1854887826,-30542.3078853092,6576.5626387814,-41808.4091450539,5627.3678087927,-15437.3638208231,30131.5939794885,-29055.0265016232,4544.5072505831,-12388.7249615909,-48513.2826054067
1020,-564510000,-361750000,-107070000,-26448000,-99691842.9080872,168889934.886465,3742266.07888581,72015230.6105203,29901940.42626,-56006228.8367144,-2247565.42562753,35093840.8755036,10910509.6579555,-36912642.2365761,-39701082.8865936,-512094.394044044,9765582.04603068,14029028.3873523,-6969251.15115076,1646189.64886065,8923137.26033632,-3638794.90076494,-6362715.9850952,2346797.54070832,6257269.22241526,3719694.78167911,-2035327.36706298,-2069442.68005705,7617757.79720872,241840.813017724,-2270183.00119745,-651327.832904094,-2499119.81971894,899102.351699512,978622.309341435,-4026250.61867375,-1248953.35831343,-2252358.46378739,-1783902.3477945,262480.038323573,-1795363.48437591,-448720.739694652,-1131291.31410253,-373933.815875497,-240681.826601594,-37826.0481489073,-23162.3403409274,-101126.909921006,-114854.583958527,-286927.245908317,506489.283697835,-93080.3738915576,75385.7561839058,235160.138620318,235945.919012416,-56572.794344554,151845.776974598,85241.6495583751,-147548.435965087,-85855.8923063286,209497.399560786,-26367.0025916502,33017.5529157277,11419.7560258365,-49597.6342163588,5167.2769955013,-25847.7995595126,66536.360297155,9893.5917571671,6117.3011992873,-16699.538521663,5348.0046660249,-15355.5309366961,-4623.0884039391,8870.9744116071,47487.221925967,-17931.3263121273,29849.7119847901,-13068.9585908675,-66366.4203560615
1080,-567090000,-362730000,-106840000,-25569000,-101826446.020777,165414268.861516,1396164.79325326,72708685.0329794,29892804.5470258,-54199225.7080262,658004.785455891,32557054.4684012,9020581.95994244,-37833604.9404187,-37374284.2046769,2946957.02881693,9679804.7575256,12881809.4008575,-6126399.62659576,3563401.03443778,8806539.80866736,-1094634.12873599,-7632386.05931007,2660959.57286318,7074587.95144386,4916632.7151639,-2415916.73566527,-2266376.22707555,8157581.26036355,420063.368208023,-2451285.66454251,-816782.066860128,-2783638.84947746,828309.541993362,896862.564216665,-3994859.95260249,-1208120.72283728,-2299289.25353381,-1751806.058801,212420.50289097,-1531487.14298981,-480462.494207765,-896702.937979128,-250797.540583679,-98585.7642746874,103622.691428579,-159830.0617935,-110004.280468233,-242285.421167936,-375493.540070081,592509.843649986,-98906.5222180055,109234.1830522,224991.471556905,240636.718652142,-58332.7037678568,135057.224770076,91345.0840491605,-142380.20721961,-89037.4358614471,171875.284267936,-18353.4951030975,24861.1429060523,5727.6876985783,-17817.3016978743,9750.3443120278,-30930.4959213073,42214.6886466816,-16453.074862571,12775.5046586751,-2074.3487669861,5343.3281737315,15808.7487155506,-14878.6827494226,33154.892639562,59976.9122788102,-5560.4826898844,50656.3424883742,-13753.4403449747,-73809.4972148363
1140,-569680000,-363680000,-106590000,-24669000,-103861884.697755,161657262.988403,-987747.423460993,73363832.9070845,29848784.6707399,-52275287.5467136,3625129.03240285,29930101.5308026,7074352.7668347,-38697895.5823196,-34952566.9748027,6383236.73133854,9541871.18591316,11717747.2993527,-5264472.0004012,5423683.45952218,8615438.37474289,1397345.46884508,-8781191.72538009,2960908.13031591,7759549.07694381,6052999.22879392,-2760924.38645083,-2417078.37603301,8513263.7379716,610985.524761095,-2587670.93548481,-973769.764286873,-3021562.59592503,722673.145627839,778099.102962925,-3851119.81890069,-1126623.60709492,-2302705.21517031,-1688730.38877638,152238.950240549,-1216589.10743879,-516126.874596355,-646548.899861952,-120273.800703281,41366.5507211164,236578.331250994,-290352.974347967,-105318.339017036,-356586.386024286,-440640.875575254,643624.238584764,-98022.4791243218,137458.908104333,198963.77924558,230187.57912732,-55054.4040029326,108030.989207724,90913.6364438386,-126796.81343687,-87377.5038879019,121461.89716136,-8234.5230605953,13971.0929631898,1410.321126079,17346.3352929907,13306.0900758673,-32098.5862010446,11986.0234226701,-41322.4107017585,17276.9942276616,11745.6034008538,6029.4773438171,47487.5576300635,-23704.0366426786,53993.2712252589,65295.0645937712,6708.7774275332,64040.0632672081,-13699.3348427354,-69750.9672065259
1200,-572300000,-364610000,-106320000,-23752000,-105797212.481847,157625598.472709,-3408085.82494645,73977817.2546609,29771598.8266991,-50239440.5929459,6640131.01661055,27222379.2037483,5083544.26875518,-39500693.2655227,-32441941.3795739,9767606.02017873,9347457.12736097,10542129.3888261,-4386599.22814968,7207883.02245614,8343043.80561125,3819747.93626926,-9791654.60742897,3243299.47849476,8299434.18448779,7118339.49396391,-3067360.6924825,-2519704.99922336,8676997.19589523,811839.05349594,-2678173.35381148,-1120351.06561405,-3210381.79411754,584788.31435596,626517.861860073,-3599626.22781076,-1005871.93557991,-2264103.26301504,-1597827.63433249,83414.1973202348,-862293.806878539,-553354.887169299,-388705.171366222,13393.2706633001,174538.262342025,355864.895826635,-408241.040529828,-88970.8126566925,-453602.543041273,-480424.04913803,658805.85231825,-90791.7313721271,157471.95046263,159889.99434156,206201.328111963,-47107.4353204921,73239.3210084784,83554.7126937763,-102276.914762469,-80623.936634239,63107.7914633296,3141.602632233,1704.3902601355,-895.7893960527,51826.053326517,15601.4694212632,-29422.3130080231,-20622.4595614886,-61535.4558652903,19109.0730242038,23269.2146478647,6511.7903224468,74730.859092169,-29615.1043574648,67923.9266671113,61694.505936595,17487.8663121958,67733.8332182053,-12037.4979857625,-54493.7769694369
