900,0.029975,-0.021444,0.004325,-0.006995,0.002889,0.004114,-0.003028,0.003125,-0.001237,-0.000913
900.05,0.032009,-0.018121,0.005684,-0.00594,0.003212,0.003803,-0.003181,0.003007,-0.001411,-0.000727
900.1,0.033682,-0.014601,0.006789,-0.004623,0.003514,0.003466,-0.003328,0.002881,-0.00155,-0.000499
900.15,0.034974,-0.010924,0.007591,-0.003105,0.003793,0.003105,-0.003468,0.002746,-0.001644,-0.000234
900.2,0.03587,-0.007129,0.008054,-0.001452,0.004047,0.002722,-0.003601,0.002602,-0.001684,0.00006
900.25,0.036359,-0.003259,0.008157,0.000259,0.004276,0.002318,-0.003725,0.00245,-0.001665,0.000373
900.3,0.036433,0.000642,0.007896,0.001953,0.004476,0.001896,-0.003839,0.002289,-0.001581,0.000693
900.35,0.03609,0.004529,0.007283,0.003552,0.004645,0.001456,-0.003943,0.00212,-0.00143,0.001008
900.4,0.035334,0.00836,0.006346,0.004983,0.00478,0.001,-0.004036,0.001946,-0.001213,0.001303
900.45,0.034172,0.012089,0.005128,0.006182,0.004879,0.000532,-0.004116,0.001766,-0.000935,0.001566
900.5,0.032616,0.015673,0.003686,0.007094,0.004938,0.000052,-0.004184,0.001584,-0.000603,0.001782
900.55,0.030683,0.019071,0.002085,0.007679,0.004954,-0.000435,-0.00424,0.0014,-0.000225,0.001941
900.6,0.028395,0.022243,0.000401,0.007909,0.004923,-0.000927,-0.004281,0.001217,0.000186,0.002033
900.65,0.025777,0.02515,-0.001289,0.007776,0.004843,-0.00142,-0.004309,0.001036,0.000616,0.002049
900.7,0.022861,0.02776,-0.002907,0.007287,0.004712,-0.00191,-0.004323,0.00086,0.00105,0.001986
900.75,0.019679,0.03004,-0.004378,0.006468,0.004528,-0.002391,-0.004324,0.000691,0.001473,0.001842
900.8,0.01627,0.031963,-0.005634,0.005358,0.00429,-0.00286,-0.00431,0.000528,0.001869,0.001619
900.85,0.012672,0.033507,-0.00662,0.00401,0.003999,-0.003309,-0.004284,0.000375,0.002223,0.001321
900.9,0.008929,0.034653,-0.007289,0.00249,0.003657,-0.003734,-0.004243,0.000231,0.002521,0.000956
900.95,0.005085,0.035387,-0.007614,0.000871,0.003265,-0.004128,-0.004191,0.000097,0.002753,0.000535
901,0.001185,0.035701,-0.007582,-0.000772,0.002829,-0.004487,-0.004127,-0.000027,0.002907,0.000069
901.05,-0.002723,0.035591,-0.007197,-0.002359,0.002352,-0.004804,-0.004052,-0.000141,0.002978,-0.000425
901.1,-0.006594,0.03506,-0.006481,-0.003816,0.001842,-0.005074,-0.003969,-0.000246,0.002961,-0.000935
901.15,-0.010381,0.034114,-0.00547,-0.005075,0.001305,-0.005295,-0.003877,-0.000341,0.002855,-0.001442
901.2,-0.014039,0.032766,-0.004215,-0.006078,0.000749,-0.005461,-0.00378,-0.000428,0.002661,-0.001932
901.25,-0.017525,0.031032,-0.002778,-0.00678,0.000181,-0.005571,-0.003678,-0.000507,0.002383,-0.002389
901.3,-0.020799,0.028935,-0.001228,-0.007149,-0.000388,-0.005623,-0.003574,-0.00058,0.002028,-0.0028
901.35,-0.023822,0.026501,0.000359,-0.00717,-0.000952,-0.005616,-0.00347,-0.000647,0.001606,-0.00315
901.4,-0.026559,0.023761,0.001907,-0.006846,-0.001501,-0.005552,-0.003367,-0.000709,0.001126,-0.00343
901.45,-0.02898,0.020747,0.003345,-0.006194,-0.002028,-0.005433,-0.003268,-0.000767,0.000602,-0.00363
901.5,-0.031058,0.017497,0.004603,-0.005248,-0.002527,-0.00526,-0.003174,-0.000821,0.000046,-0.003745
