10,-42.564381,-9.366341,-1.729552,32.676873,-8.216745,-38.185798,-19.650797,-5.875576,-3.593987,8.043125
10.1,7.036357,2.007643,47.35715,33.843539,10.943609,-3.656843,-24.910076,-29.977064,2.835776,26.302055
10.2,-2.711295,26.806951,36.305592,29.351663,6.498065,15.151023,-3.470728,-24.185369,1.854662,31.963611
10.3,29.502756,11.852067,33.850223,49.002949,58.799402,-3.849738,-5.28815,-0.254429,-62.389361,13.665154
10.4,23.947299,36.650162,12.62507,-8.033882,-52.79566,37.99635,15.275185,-20.439417,-25.353097,10.292868
10.5,10.886097,57.450728,-12.300241,14.707089,33.415869,57.278307,-14.235606,-8.477463,-54.515101,8.063433
10.6,17.050099,72.913099,-21.955441,-5.610039,8.196428,3.051153,16.133131,-21.005722,21.633349,-22.826408
10.7,-83.464412,44.836785,19.281978,-17.752323,-14.678599,-47.233124,-30.247281,2.473253,13.898563,19.878538
10.8,-89.553838,44.310127,48.746584,-7.266841,20.304806,-8.503108,-18.104757,23.496948,9.332351,30.277478
10.9,5.629416,80.896986,66.908803,-46.590954,3.515777,45.110441,9.349022,-7.428463,-13.780261,-10.96924
11,124.648796,86.398838,-20.063603,-68.133711,-38.046003,9.61794,-3.773207,-6.222249,-2.933957,-27.24457
11.1,75.856673,120.629095,-8.219261,-30.771443,-21.164963,-10.762135,-19.17716,18.931323,-9.957395,21.660379
11.2,166.248444,89.280317,-35.299532,-55.620952,-49.582532,-1.674315,-32.424076,25.774444,-4.054602,-8.270718
11.3,104.807549,135.964568,23.538892,-51.903084,-2.566367,-20.124172,-34.019214,24.796702,1.148022,19.983701
11.4,217.947706,81.342589,-1.454237,-38.661006,-42.932858,-57.928853,-33.430207,25.760739,9.817509,-7.451716
11.5,60.495735,156.292716,56.335132,-86.480299,-33.343928,-25.149167,-41.51631,-3.477752,21.684777,22.624389
11.6,220.161683,36.184413,110.484964,-36.722143,-93.861693,-23.999766,-61.415062,33.646548,10.112516,-29.446767
11.7,106.819129,162.256503,89.727769,-107.057914,46.975806,-3.273683,4.828432,-14.205559,15.477779,6.238933
11.8,-256.619024,49.644976,37.680719,-68.351643,11.42973,-1.189987,74.142305,56.808924,13.319336,0.195053
11.9,210.679778,-147.737399,79.943081,50.316649,-81.555338,-0.28741,-60.596661,-32.94366,34.657696,5.645375
12,32.365086,-165.19411,53.328828,-97.497744,19.096729,-46.080126,-65.395252,39.855584,-138.751026,40.107177
12.1,1.309231,-127.293281,-33.994076,-108.852141,28.07817,-96.558908,-51.600176,21.122931,-95.49453,45.232151
12.2,78.942516,-124.54457,-58.367462,-88.8877,-3.26684,-22.90559,-9.558866,-23.505131,-56.959951,13.268963
12.3,11.620655,-98.814075,-48.868755,-66.198106,53.455896,11.513954,4.247176,-13.644432,-30.915695,-22.438172
12.4,-11.171135,-59.559583,35.388049,-100.536246,38.758671,25.460355,20.105638,16.574157,15.780164,19.57339
12.5,-4.113612,-59.346033,14.494174,-58.225401,-12.973511,-14.373983,11.52939,-4.614189,27.618396,53.00988
12.6,38.353702,-81.781679,-28.199626,-2.973874,-17.469213,-37.098537,-6.505059,-3.258231,-14.865313,-11.99678
12.7,-3.123178,-23.756817,30.302913,-25.761045,21.642929,26.695434,19.148213,9.813905,19.92458,4.082857
12.8,17.053212,-47.939758,-28.529997,11.165322,-33.40459,-23.949377,25.682022,-44.347763,-20.693451,-3.087904
12.9,17.146406,-32.11595,53.077142,40.453873,10.457851,-5.957879,-5.856649,22.717984,21.771047,20.95419
13,21.186476,-16.695297,52.046498,44.206648,10.753433,3.045132,8.524257,35.59471,-5.358379,9.910575
13.1,18.312359,-14.307964,29.489287,54.344673,21.319227,31.118417,-4.706803,28.957884,-25.725378,12.876847
13.2,12.025366,-53.319402,22.216379,50.930351,-61.336441,26.107322,-5.093655,50.48652,18.530326,-34.640012
13.3,-15.381242,-12.868719,56.236062,66.547257,18.878838,-3.610496,-2.894848,-8.977393,7.743426,18.289295
13.4,45.612991,-24.162844,-37.48959,78.746353,-29.942345,15.465808,0.861321,17.620027,31.170292,-17.705271
13.5,-24.956934,-35.083312,-3.692955,40.390483,-58.461737,51.249044,-40.002904,29.775689,-17.008472,-19.558285
13.6,-34.212189,9.162783,-24.252562,54.725476,22.25474,8.570953,9.244784,-8.179119,-3.634416,-6.324709
13.7,-28.073896,-3.325185,58.962308,29.516077,-29.18979,-28.706442,-47.094833,-15.304075,-23.359755,30.167968
13.8,53.321302,26.513532,45.953352,57.437444,24.233701,13.242003,8.125489,-33.841672,-21.182535,17.833899
13.9,-13.349355,42.349358,-15.06464,28.274468,27.303722,37.20911,-41.083185,-17.10641,-28.633926,19.172306
14,-30.776634,36.732202,56.011014,31.177722,5.410606,-20.868935,-33.21652,-65.428937,13.040321,26.260883
14.1,-53.42366,49.566829,17.759732,43.631888,57.80317,-14.073257,-10.583567,-5.341274,-4.156284,-28.223863
14.2,94.436569,54.406865,-8.527074,-9.56032,-49.909663,58.887944,-9.273496,-4.214356,-13.658218,10.393382
14.3,44.201489,102.397326,0.864936,-14.722986,31.931059,7.622961,-23.0649,-26.23781,-21.449342,-11.148558
14.4,-30.381335,100.907016,25.811942,12.475445,-26.927359,-19.384511,-0.256185,11.02766,20.423675,5.140547
14.5,-162.127476,39.276997,51.421247,-27.981106,-56.856438,-32.259904,22.994753,-2.530041,16.572956,1.342431
