1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000056e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.998012407076044550e-01,1.000198800908266433e-01,-1.983700860321080742e-02,9.998012407076044550e-01,-1.000198800908266433e-01,-1.983700860321080742e-02,9.997992330976748221e-01,0.000000000000000000e+00,-2.003740906696542534e-02,9.671381115913391113e-01,5.196671560406684875e-02,-3.811275959014892578e-02,9.982362985610961914e-01,-1.010591685771942139e-01,-2.083436958491802216e-02,9.833019971847534180e-01,-2.030977606773376465e-02,-2.954515069723129272e-02
9.992053614429594610e-01,1.000795280358970779e-01,-3.965792457785128483e-02,9.992053614429594610e-01,-1.000795280358970779e-01,-3.965792457785128483e-02,9.991973357953977120e-01,0.000000000000000000e+00,-4.005872423467143201e-02,9.499123096466064453e-01,2.220230735838413239e-02,-7.155833393335342407e-02,9.966809749603271484e-01,-1.017262935638427734e-01,-4.133296012878417969e-02,9.733814001083374023e-01,-3.404103219509124756e-02,-5.700885877013206482e-02
9.982135442944987114e-01,1.001789663519430107e-01,-5.944672705033594157e-02,9.982135442944987114e-01,-1.001789663519430107e-01,-5.944672705033594157e-02,9.981955046709584112e-01,0.000000000000000000e+00,-6.004792423172488486e-02,9.401659965515136719e-01,2.150933956727385521e-03,-1.022794917225837708e-01,9.951317310333251953e-01,-1.021352335810661316e-01,-6.152159720659255981e-02,9.671093821525573730e-01,-4.382315650582313538e-02,-8.307965844869613647e-02
9.968277717316850195e-01,1.003182330103120357e-01,-7.918748547517594216e-02,9.968277717316850195e-01,-1.003182330103120357e-01,-7.918748547517594216e-02,9.967957459969339906e-01,0.000000000000000000e+00,-7.998908019099186528e-02,9.342480301856994629e-01,-1.222751662135124207e-02,-1.311365813016891479e-01,9.934598803520202637e-01,-1.023753061890602112e-01,-8.140921592712402344e-02,9.628103971481323242e-01,-5.111515894532203674e-02,-1.080902963876724243e-01
9.950508066088058490e-01,1.004973811981998560e-01,-9.886441893481294485e-02,9.950508066088058490e-01,-1.004973811981998560e-01,-9.886441893481294485e-02,9.950008561164178644e-01,0.000000000000000000e+00,-9.986641595490274026e-02,9.302878379821777344e-01,-2.308656089007854462e-02,-1.585359424352645874e-01,9.915845990180969238e-01,-1.025070026516914368e-01,-1.009968668222427368e-01,9.595236182212829590e-01,-5.678137764334678650e-02,-1.322055608034133911e-01
9.928861777806106126e-01,1.007164793042586437e-01,-1.184619464172732700e-01,9.928861777806106126e-01,-1.007164793042586437e-01,-1.184619464172732700e-01,9.928144061761644545e-01,0.000000000000000000e+00,-1.196643592714531357e-01,9.272490739822387695e-01,-3.166543692350387573e-02,-1.846806257963180542e-01,9.894566535949707031e-01,-1.025716140866279602e-01,-1.202827170491218567e-01,9.566780328750610352e-01,-6.135608628392219543e-02,-1.555107682943344116e-01
9.903381553204604337e-01,1.009756107877235048e-01,-1.379647321448205233e-01,9.903381553204604337e-01,-1.009756107877235048e-01,-1.379647321448205233e-01,9.902407174831373560e-01,0.000000000000000000e+00,-1.393675881075258083e-01,9.245349168777465820e-01,-3.871390596032142639e-02,-2.096832543611526489e-01,9.870480298995971680e-01,-1.025979220867156982e-01,-1.392644792795181274e-01,9.539291262626647949e-01,-6.517958641052246094e-02,-1.780545860528945923e-01
9.874117403964037809e-01,1.012748744114769089e-01,-1.573577330641809380e-01,9.874117403964037809e-01,-1.012748744114769089e-01,-1.573577330641809380e-01,9.872848508415922320e-01,0.000000000000000000e+00,-1.589610791005330870e-01,9.217987656593322754e-01,-4.470133036375045776e-02,-2.336185872554779053e-01,9.843441843986511230e-01,-1.026060208678245544e-01,-1.579406410455703735e-01,9.510704874992370605e-01,-6.847337633371353149e-02,-1.998716145753860474e-01
9.841126351865765454e-01,1.016143842002120157e-01,-1.766262456858799235e-01,9.841126351865765454e-01,-1.016143842002120157e-01,-1.766262456858799235e-01,9.839525761354582789e-01,0.000000000000000000e+00,-1.784301552112003697e-01,9.188430309295654297e-01,-4.992950707674026489e-02,-2.565486729145050049e-01,9.813397526741027832e-01,-1.026105582714080811e-01,-1.763118654489517212e-01,9.479820132255554199e-01,-7.138410955667495728e-02,-2.209923714399337769e-01
9.804472324952050455e-01,1.019942694490747204e-01,-1.957559254204562504e-01,9.804472324952050455e-01,-1.019942694490747204e-01,-1.957559254204562504e-01,9.802503616531909048e-01,0.000000000000000000e+00,-1.977605055710022208e-01,9.155610799789428711e-01,-5.459610372781753540e-02,-2.785331904888153076e-01,9.780350923538208008e-01,-1.026223599910736084e-01,-1.943801045417785645e-01,9.445976018905639648e-01,-7.401052862405776978e-02,-2.414481490850448608e-01
