1.000000000000000000e+00,-2.500000000000000139e-02,0.000000000000000000e+00,1.000000000000000000e+00,-2.500000000000000139e-02,0.000000000000000000e+00
9.024584374999999881e-01,2.041025779062500267e-01,-2.466960987654321096e-04,9.043929055333137512e-01,1.914753526449203547e-01,1.629238366149365902e-03
8.360011480114097893e-01,4.086050027564768761e-01,1.577394095930646431e-03,8.366077765822410583e-01,3.919365465641021506e-01,5.081811104901134968e-03
7.953290623385872449e-01,5.958482531134478011e-01,4.906684919618895489e-03,7.933650240302085876e-01,5.800879806280135886e-01,9.835446369834244251e-03
7.763459698306999224e-01,7.718947311723985960e-01,9.453895359623456368e-03,7.718703802675008774e-01,7.591003537178039329e-01,1.553698733914643526e-02
7.759223788318794224e-01,9.418109648372628984e-01,1.511850133964392703e-02,7.698147923219949007e-01,9.317562639713287131e-01,2.187669195700436831e-02
7.917087513976167612e-01,1.109895869243626043e+00,2.193181538263196811e-02,7.848833345342427492e-01,1.100814691185951322e+00,2.835933223832398653e-02
8.219882329996376358e-01,1.279865025070230367e+00,3.002571141933678411e-02,8.149061196018010378e-01,1.269553056359291165e+00,3.340460883919149637e-02
8.655609332250554511e-01,1.454999727613846661e+00,3.961691457492022561e-02,8.577518865931779146e-01,1.443850687146186917e+00,4.018667910713702440e-02
9.216534024960787441e-01,1.638267967993870089e+00,5.100189825123934567e-02,9.126987785566598177e-01,1.626894837617874234e+00,5.030322272796183825e-02
9.898482360852622897e-01,1.832423116442029709e+00,6.455942955798228688e-02,9.797773465979844332e-01,1.820183983445167630e+00,6.385361694265156984e-02
1.070029768137213066e+00,2.040084899756514414e+00,8.075909706008013722e-02,1.059141646372154355e+00,2.025254344940185636e+00,8.096572675276547670e-02
1.162342639599934779e+00,2.263806279790789411e+00,1.001750074139448471e-01,1.150217983173206449e+00,2.246156400442123502e+00,1.021367247449234128e-01
1.267160673259597026e+00,2.506129014230157548e+00,1.235044181730052121e-01,1.253343585180118680e+00,2.486027902364730924e+00,1.281028530793264508e-01
1.385063998007207919e+00,2.769629978837844675e+00,1.515914895064245649e-01,1.369305211352184415e+00,2.746959394216537564e+00,1.592275846051052213e-01
1.516822758158003381e+00,3.056959716323865095e+00,1.854566550143006420e-01,1.499008047627285123e+00,3.031211501359939664e+00,1.959156367229297757e-01
1.663386041439462115e+00,3.370874116809408516e+00,2.263323729146691221e-01,1.643481957959011197e+00,3.341232842206955045e+00,2.386168810771778226e-01
1.825874875411854781e+00,3.714259595112814338e+00,2.757062481302525181e-01,1.803852039622142911e+00,3.679610377550125211e+00,2.891076962696388364e-01
2.005578286300397473e+00,4.090151577022764329e+00,3.353727252337369014e-01,1.981384667800739408e+00,4.049150621891021373e+00,3.490437465952709317e-01
2.203951492078764840e+00,4.501745504928369890e+00,4.074947434000401603e-01,2.177516821073368192e+00,4.452947831153869274e+00,4.192294228123500943e-01
2.422615314826565225e+00,4.952398884207064533e+00,4.946769086005681770e-01,2.393458190606907010e+00,4.895692116022109630e+00,5.038592714117839932e-01
2.663355843747737151e+00,5.445622073056354040e+00,6.000518540968251546e-01,2.630732986377552152e+00,5.382276004552840831e+00,6.070004749344661832e-01
2.928123253794318703e+00,5.985054522709648772e+00,7.273814906259076229e-01,2.891455414937809110e+00,5.916897362470626476e+00,7.302322435425594449e-01
3.219028475672473633e+00,6.574421950707868945e+00,8.811747333102482038e-01,3.178354564355686307e+00,6.499357289075851085e+00,8.819441992091014981e-01
3.538336107240529493e+00,7.217468423888156792e+00,1.066822943610553631e+00,3.493622186826542020e+00,7.133827275037765148e+00,1.064578746561892331e+00
3.888451536323509483e+00,7.917855490957135700e+00,1.290753610059790057e+00,3.839924338506534696e+00,7.825870460271834972e+00,1.284576599602587521e+00
4.271899690156331530e+00,8.679018303681003133e+00,1.560601523138592128e+00,4.219027254031971097e+00,8.578443831205367687e+00,1.550584708456881344e+00
4.691292115215873082e+00,9.503966104123538372e+00,1.885394615806879504e+00,4.633185389684513211e+00,9.390684252977370861e+00,1.867516701226122677e+00
5.149278203685297761e+00,1.039501160767047061e+01,2.275748388080848894e+00,5.085304710315540433e+00,1.027134073376655543e+01,2.248462115530855954e+00
5.648475308742037626e+00,1.135341087963556994e+01,2.744057950517308608e+00,5.578639689134433866e+00,1.121966398358344996e+01,2.706513528828509152e+00
6.191371240007192966e+00,1.237889270119576324e+01,3.304669636143215961e+00,6.115405622171238065e+00,1.223317123055458033e+01,3.255890910630114377e+00
6.780191251057551050e+00,1.346905489820952972e+01,3.974004187675384880e+00,6.697971585439518094e+00,1.331200218796730006e+01,3.910263960366137326e+00
7.416720237879651734e+00,1.461860591795007913e+01,4.770590071400902410e+00,7.325567665742710233e+00,1.444916272759437526e+01,4.686454598908312619e+00
8.102069683909354225e+00,1.581843504987116766e+01,5.714948034903770235e+00,8.003244403051212430e+00,1.563727844357490504e+01,5.611358349327929318e+00
8.836378303047697003e+00,1.705450699407723292e+01,6.829246699228090911e+00,8.730135563062503934e+00,1.686024785637855672e+01,6.703799550537951291e+00
9.618435974607795202e+00,1.830659996121367428e+01,8.136625019706588802e+00,9.501093092607334256e+00,1.810393059849739217e+01,7.982167308335192502e+00
1.044522337998317774e+01,1.954694610074444938e+01,9.660054276043865684e+00,1.031983954017050564e+01,1.933698106408119344e+01,9.473855559830553830e+00
1.131136606839762138e+01,2.073889409641083503e+01,1.142059677805028706e+01,1.117753786151297390e+01,2.053330743908882283e+01,1.119166440248955041e+01
1.220851320436342924e+01,2.183580017108303295e+01,1.343492270664365940e+01,1.206631601159460843e+01,2.163570023179054402e+01,1.316389948606956750e+01
1.312466990033388292e+01,2.278046469882978897e+01,1.571198882130675045e+01,1.297769123618490994e+01,2.259497488141060018e+01,1.540022641897667199e+01
1.404353947284575099e+01,2.350555596254776702e+01,1.824888758547648138e+01,1.389079410140402615e+01,2.334490574002266072e+01,1.788962370634544641e+01
1.494396861704701784e+01,2.393557109112273196e+01,2.102606894459601961e+01,1.479046708648093045e+01,2.381816611289978169e+01,2.062010246992576867e+01
1.579963198748624897e+01,2.399092180283484765e+01,2.400243671324405881e+01,1.564929819409735501e+01,2.393160265535116338e+01,2.355494481802452356e+01
1.657913560453935986e+01,2.359461610427457146e+01,2.711121448412077939e+01,1.643825364415533841e+01,2.360971224159002446e+01,2.663124448538292199e+01
1.724674626759541241e+01,2.268163861457426478e+01,3.025789000916700999e+01,1.711947202985174954e+01,2.278675502389669560e+01,2.976308185339439660e+01
1.776394421056479089e+01,2.121044060430428857e+01,3.332182357837235287e+01,1.765906614367850125e+01,2.141140383332967900e+01,3.283576733351219445e+01
1.809192142363402311e+01,1.917496754400601944e+01,3.616300170072467779e+01,1.801607048814184964e+01,1.947214382737875127e+01,3.570492536306846887e+01
1.819498680006392277e+01,1.661460111260277017e+01,3.863467295473328988e+01,1.815434970264323056e+01,1.699950355142355107e+01,3.823080045462120324e+01
1.804459334708090168e+01,1.361873272882872499e+01,4.060110387334935922e+01,1.804533940856344998e+01,1.407990401834249639e+01,4.027230960607994348e+01
1.762341738599647911e+01,1.032300389182042366e+01,4.195768457248843930e+01,1.766612631385214627e+01,1.084019178003072881e+01,4.171888918161857873e+01
1.692869178685695175e+01,6.895945823371778083e+00,4.264882290984721180e+01,1.701434523169882596e+01,7.444801746308804979e+00,4.250948358059395105e+01
1.597395059910679471e+01,3.517617489626488236e+00,4.267851670283279475e+01,1.610440713469870389e+01,4.071657834947110643e+00,4.263912965834606439e+01
1.478857479957587451e+01,3.548449971046218065e-01,4.210994012072133330e+01,1.495977038447745144e+01,8.902849540114416982e-01,4.215980782092083246e+01
1.341502498724820391e+01,-2.460690103281540253e+00,4.105363161526302207e+01,1.361989754741080105e+01,-1.968582691252230177e+00,4.118234225094784051e+01
1.190425224994566733e+01,-4.846035788070040873e+00,3.964759637551583182e+01,1.213261884753592312e+01,-4.408359350264070997e+00,3.982607158005703241e+01
1.031025296452799722e+01,-6.769712880046313330e+00,3.803503914237175820e+01,1.055776280467398465e+01,-6.396201433241365919e+00,3.824328108609188348e+01
8.684880714843695060e+00,-8.244778698728151056e+00,3.634542522591831926e+01,8.940702143358066678e+00,-7.930465163290499220e+00,3.656628807366359979e+01
7.073812000899664554e+00,-9.316000139376816591e+00,3.468243642881572697e+01,7.332436981843784451e+00,-9.059314192831514845e+00,3.489707680523861200e+01
5.514116503100604305e+00,-1.004557975014697568e+01,3.311950680683184345e+01,5.770194473909214139e+00,-9.833697499334810743e+00,3.331743880093563348e+01
4.033416908400931256e+00,-1.050084522622213257e+01,3.170138728986692200e+01,4.282168212579563260e+00,-1.032884824424981929e+01,3.187805493653286248e+01
2.650300188014864222e+00,-1.074557431530320706e+01,3.044924355073859701e+01,2.888909283326938748e+00,-1.060176140218973018e+01,3.059690185368526727e+01
1.375515280592858325e+00,-1.083509752589509212e+01,2.936696822287902009e+01,1.603594484971836209e+00,-1.070505758523940898e+01,2.948624952614773065e+01
2.135228393954487214e-01,-1.081442868788415268e+01,2.844712967438114504e+01,4.293431669939309359e-01,-1.070086641898378588e+01,2.853846689045894891e+01
-8.359245978192963999e-01,-1.071839622952064097e+01,2.767577866710021084e+01,-6.323005526792258024e-01,-1.061686915447935320e+01,2.774032314599025995e+01
-1.776365304471075657e+00,-1.057285520120126421e+01,2.703592491613147430e+01,-1.584050235105678439e+00,-1.047777544250711657e+01,2.707523121417034417e+01
-2.613461274268662038e+00,-1.039631803624479467e+01,2.650982528971102425e+01,-2.431674179388210177e+00,-1.030862562647089220e+01,2.652743079245556146e+01
-3.354097380880215695e+00,-1.020160213330215448e+01,2.608035212186100082e+01,-3.181209441972896457e+00,-1.011993509819730974e+01,2.607526039064396173e+01
-4.005723051882568164e+00,-9.997291358605508549e+00,2.573171686643550160e+01,-3.841773745371028781e+00,-9.917972925212232838e+00,2.570653911412227899e+01
-4.575895670871090282e+00,-9.788936941177050599e+00,2.544977745519993206e+01,-4.420052763773128390e+00,-9.715131807234136829e+00,2.540477689087856561e+01
-5.071981710756581663e+00,-9.579994763335488273e+00,2.522209749060524686e+01,-4.925414916826412082e+00,-9.514326649811117420e+00,2.515483403683174402e+01
-5.500975502872622158e+00,-9.372529492628794756e+00,2.503787107645083054e+01,-5.362763282610103488e+00,-9.316124501731245289e+00,2.495363355160225183e+01
